step,epoch,loss,eval_loss,mean_token_accuracy,eval_mean_token_accuracy,entropy,eval_entropy,grad_norm,learning_rate,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,num_tokens,eval_num_tokens,train_loss
400,1.9535452322738385,,0.30104678869247437,,0.9372581774773805,,0.9146544285442518,,,13.1494,55.288,3.498,,,,,,3115839.0,
420,2.0488997555012225,0.1024,,0.9726829482958868,,0.8496659015997862,,0.5933569073677063,0.00013763356124611075,,,,,,,,3265262.0,,
440,2.1466992665036675,0.075,,0.980181685090065,,0.8441257238388061,,0.5088258385658264,0.000131576477444664,,,,,,,,3421768.0,,
460,2.2444987775061125,0.0625,,0.9852308139204979,,0.7938114121556282,,1.4309920072555542,0.00012538776608819,,,,,,,,3574188.0,,
480,2.3422982885085575,0.045,,0.9863504126667977,,0.7951926633715629,,2.971237897872925,0.00011909322501769406,,,,,,,,3734882.0,,
500,2.4400977995110025,0.0581,,0.9804230630397797,,0.8387619584798813,,0.49783384799957275,0.00011271909322872523,,,,,,,,3889422.0,,
500,2.4400977995110025,,0.2967522144317627,,0.9449637959832731,,0.9733379068581954,,,13.1501,55.285,3.498,,,,,,3889422.0,
520,2.5378973105134475,0.0409,,0.9849643588066102,,0.868199209868908,,0.3977270722389221,0.00010629194149328537,,,,,,,,4044914.0,,
540,2.6356968215158925,0.0441,,0.9855646938085556,,0.8450667068362236,,0.6320717930793762,9.983856159871701e-05,,,,,,,,4199755.0,,
560,2.7334963325183375,0.054,,0.9815230756998062,,0.7688995018601418,,0.4492811858654022,9.338585466528204e-05,,,,,,,,4365669.0,,
580,2.8312958435207825,0.0362,,0.9882207632064819,,0.7527543440461159,,0.45710715651512146,8.696071900798223e-05,,,,,,,,4514461.0,,
600,2.9290953545232274,0.0316,,0.9886326342821121,,0.714021635055542,,0.9465643763542175,8.058993801007406e-05,,,,,,,,4672463.0,,
600,2.9290953545232274,,0.26019516587257385,,0.9442663594432499,,0.8300606478815493,,,13.1504,55.284,3.498,,,,,,4672463.0,
620,3.0244498777506115,0.0293,,0.989820122718811,,0.700711374099438,,0.23981314897537231,7.430006847567972e-05,,,,,,,,4818668.0,,
640,3.122249388753056,0.0262,,0.990778486430645,,0.6682305663824082,,0.030017437413334846,6.811732992690093e-05,,,,,,,,4968950.0,,
660,3.220048899755501,0.0229,,0.9912191092967987,,0.6291631802916526,,0.10648224502801895,6.206749530690312e-05,,,,,,,,5131546.0,,
680,3.3178484107579465,0.0299,,0.9868373602628708,,0.6329643726348877,,1.5214588642120361,5.617578354457868e-05,,,,,,,,5291595.0,,
700,3.4156479217603914,0.0307,,0.9922046273946762,,0.66730495095253,,0.6497181057929993,5.0466754428636175e-05,,,,,,,,5449025.0,,
700,3.4156479217603914,,0.2693970799446106,,0.9488505047300587,,0.7888175961763962,,,13.1479,55.294,3.499,,,,,,5449025.0,
720,3.5134474327628364,0.0284,,0.990357267856598,,0.6799798637628556,,0.11653205752372742,4.496420622933635e-05,,,,,,,,5605206.0,,
