step,epoch,loss,eval_loss,mean_token_accuracy,eval_mean_token_accuracy,entropy,eval_entropy,grad_norm,learning_rate,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,num_tokens,eval_num_tokens,train_loss
840,4.097919216646267,0.0,,0.0,,1.158267766982317,,0.0,8.748784628954348e-06,,,,,,,,7472000.0,,
860,4.195838433292534,0.0,,0.0,,1.128734390810132,,0.0,7.011462241822525e-06,,,,,,,,7650708.0,,
880,4.293757649938801,0.0,,0.0,,1.1464792661368848,,0.0,5.453338947725029e-06,,,,,,,,7829444.0,,
900,4.391676866585067,0.0,,0.0,,1.1710250820964574,,0.0,4.080909833391944e-06,,,,,,,,8006635.0,,
900,4.391676866585067,,nan,,0.0,,1.3465813136362768,,,48.5432,14.976,3.749,,,,,,8006635.0,
920,4.489596083231334,0.0,,0.0,,1.1564414083957673,,0.0,2.8998959134324657e-06,,,,,,,,8182296.0,,
940,4.587515299877601,0.0,,0.0,,1.1601477526128292,,0.0,1.915220282102731e-06,,,,,,,,8357630.0,,
960,4.685434516523868,0.0,,0.0,,1.1718616746366024,,0.0,1.1309875912301704e-06,,,,,,,,8532534.0,,
980,4.783353733170134,0.0,,0.0,,1.105450451746583,,0.0,5.504669398412043e-07,,,,,,,,8719776.0,,
1000,4.881272949816402,0.0,,0.0,,1.119289319962263,,0.0,1.760782468175015e-07,,,,,,,,8902218.0,,
1000,4.881272949816402,,nan,,0.0,,1.3465813136362768,,,48.7233,14.921,3.735,,,,,,8902218.0,
1020,4.979192166462668,0.0,,0.0,,1.134274760261178,,0.0,9.382163386822962e-09,,,,,,,,9082740.0,,
1025,5.0,,,0.0,,1.1595336829914766,,,,,,,14263.942,2.291,0.072,1.28905868382336e+18,9116840.0,,0.0
